block_id,route_id,trip_headsign,service_id,shape_id,trip_id
a_6481,64,Cambridge Centre,muwtf_merged_999106,6411,416643_merged_1004267
a_8023,200,iXpress to Ainslie Terminal,muwtf_merged_999106,20011,415904_merged_1005599
b_132,25,Queen South to Downtown,a_merged_999110,2511,418077_merged_1007370
b_1281,12,Conestoga Mall,s_merged_999114,1201,420228_merged_1008489
b_751,7,B Fairview Park via Weber,muwtf_merged_999113,711,414402_merged_1010123
b_2401,24,Highland to Downtown,a_merged_999110,2411,418013_merged_1009215
b_933,5,Uptown,muwtf_merged_999113,511,415628_merged_1006688
a_5381,66,Winston,muwtf_merged_999106,6600,413909_merged_999456
a_5632,64,Cambridge Centre,muwtf_merged_999106,6411,416642_merged_1002340
b_708,7,A Fairview Park via Connaught,a_merged_999110,714,418448_merged_1010802
a_801,8,Fairview via Weber & Courtland TR,s_merged_999107,823,425731_merged_1003974
a_681,18,Guelph Street,muwtf_merged_999106,1800,414872_merged_1000739
a_5633,64,Langs,a_merged_999103,6401,418961_merged_999166
a_5633,56,Dunbar,muwtf_merged_999106,5601,413662_merged_1002751
b_335,3,Ottawa South,muwtf_merged_999113,300,414195_merged_1006905
a_705,7,C Conestoga Mall,a_merged_999103,701,418396_merged_1003280
a_3131,31,University of Waterloo,muwtf_merged_999106,3111,416120_merged_999787
b_5632,56,Cambridge Centre,muwtf_merged_999113,5611,413695_merged_1005922
a_5531,63,Champlain,a_merged_999103,6300,419507_merged_999491
a_2031,20,Victoria Hills to Downtown,a_merged_999103,2011,417895_merged_1005359
a_5633,56,Dunbar,a_merged_999103,5601,418856_merged_1003919
b_712,7,D UW via University,muwtf_merged_999113,708,414362_merged_1006751
a_2581,25,Queen South,muwtf_merged_999106,2501,415240_merged_1005431
a_5201,52,Fairview Park,muwtf_merged_999106,5201,413527_merged_1001720
b_783,14,Conestoga Mall,muwtf_merged_999113,1411,415667_merged_1007216
b_931,9,Lakeshore to UW,muwtf_merged_999113,901,416345_merged_1010940
a_5531,63,Champlain,muwtf_merged_999106,6300,413852_merged_1002834
a_1131,11,Country Hills Sunday,s_merged_999107,1102,420086_merged_1003637
a_8001,200,iXpress to Ainslie Terminal,s_merged_999107,20011,420577_merged_1003885
a_1135,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999106,2001,414921_merged_1002653
a_5632,56,Dunbar,a_merged_999103,5601,418851_merged_1003914
a_1235,7,C Conestoga Mall,s_merged_999107,710,420408_merged_1002142
b_8022,200,iXpress to Conestoga Mall,a_merged_999110,20001,419589_merged_1012077
a_5133,65,Fisher Mills on detour,a_merged_999103,6501,419016_merged_1004968
b_5131,51,Hespeler Road to Ainslie Terminal,a_merged_999110,5111,418726_merged_1011607
b_936,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416374_merged_1007941
b_1701,17,Heritage Park,a_merged_999110,1700,418623_merged_1009859
b_1701,17,Fairview Park,a_merged_999110,1701,418615_merged_1005963
a_1233,9,Lakeshore to UW,s_merged_999107,901,420629_merged_999128
b_2534,25,Queen South to Downtown,muwtf_merged_999113,2511,415288_merged_1006549
a_734,2,Downtown via Southmoor,a_merged_999103,222,419104_merged_1000024
b_2231,23,Downtown,muwtf_merged_999113,2311,413437_merged_1010873
a_8002,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415850_merged_999222
a_8002,200,iXpress to Ainslie Terminal,s_merged_999107,20011,420583_merged_1000830
a_131,1,Stanley Park via Lorraine,s_merged_999107,102,419969_merged_1002654
a_8023,200,iXpress to Ainslie Terminal,a_merged_999103,20011,419651_merged_1004608
a_8021,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415848_merged_1002573
b_301,3,Ottawa South,a_merged_999110,300,417544_merged_1008336
b_132,1,Downtown via Lorraine,s_merged_999114,112,419986_merged_1007810
a_803,8,University via Weber,s_merged_999107,808,425546_merged_1004800
a_1231,27,Fairview Park,a_merged_999103,2711,419132_merged_1003590
a_5532,55,St. Andrews,a_merged_999103,5500,419703_merged_1003879
a_6102,61,Cambridge Centre,muwtf_merged_999106,6111,416007_merged_1001663
b_803,20,Victoria Hills to Downtown,muwtf_merged_999113,2011,414949_merged_1009692
b_5201,52,Ainslie St. Terminal,a_merged_999110,5211,418678_merged_1006796
a_5632,60,Northview Acres,a_merged_999103,6000,418917_merged_1003055
b_9915,9915,SMH-Keewatin,muwtf_merged_999113,991501,413989_merged_1012065
a_331,4,Glasgow,muwtf_merged_999106,412,416800_merged_1005773
b_2403,24,Highland to Downtown,muwtf_merged_999113,2411,413483_merged_1006077
a_932,5,Uptown,a_merged_999103,511,419358_merged_1004501
b_5133,51,Hespeler Road to Hespeler,a_merged_999110,5101,418792_merged_1008945
b_801,8,Fairview via Weber & Courtland TA,muwtf_merged_999113,824,426937_merged_1009839
a_331,3,Ottawa South to Downtown,muwtf_merged_999106,301,414220_merged_1000493
b_431,4,Glasgow,a_merged_999110,412,419725_merged_1007854
b_2151,21,Elmira,muwtf_merged_999113,2101,416444_merged_1010390
b_336,16,Conestoga College via Biehn,muwtf_merged_999113,1602,415719_merged_1011299
a_7551,75,Saginaw,muwtf_merged_999106,7500,420839_merged_1005831
a_2032,20,Victoria Hills to Downtown,muwtf_merged_999106,2011,414954_merged_999610
a_2231,22,Laurentian West to Highland Hills,a_merged_999103,2202,418124_merged_1004594
b_2532,1,Downtown via River,muwtf_merged_999113,111,414130_merged_1008130
b_5532,59,Christopher,a_merged_999110,5900,419553_merged_1009114
b_131,1,Stanley Park via Lorraine,a_merged_999110,102,417607_merged_1006479
b_1233,27,Fairview Park,muwtf_merged_999113,2711,415184_merged_1009776
a_5632,64,Cambridge Centre,muwtf_merged_999106,6411,416628_merged_1004496
a_801,8,Fairview via Courtland TR,s_merged_999107,811,425785_merged_999670
b_2032,11,Country Hills,a_merged_999110,1101,417798_merged_1012243
b_5133,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415084_merged_1007209
b_933,5,Erb West,muwtf_merged_999113,501,415594_merged_1006645
b_931,5,Erb West,muwtf_merged_999113,501,415576_merged_1008421
b_631,6,Downtown,a_merged_999110,601,417499_merged_1008009
b_2101,21,Elmira,a_merged_999110,2101,419473_merged_1008545
b_133,15,Downtown,a_merged_999110,1511,418577_merged_1006104
b_5131,51,Hespeler Road to Ainslie Terminal,s_merged_999114,5111,420420_merged_1008694
a_5831,58,Elmwood,a_merged_999103,5800,419660_merged_1001386
b_2401,24,Highland,a_merged_999110,2401,417997_merged_1006704
a_501,5,Erb West,s_merged_999107,501,420656_merged_1003032
a_711,7,E UW via Columbia,muwtf_merged_999106,706,414341_merged_1000252
b_301,3,Ottawa South to Downtown,s_merged_999114,301,419956_merged_1012438
a_5132,51,Hespeler Road to Ainslie Terminal,s_merged_999107,5111,420425_merged_1001922
a_5131,51,Hespeler Road to Hespeler,s_merged_999107,5101,420432_merged_1005372
b_1135,11,Country Hills,muwtf_merged_999113,1101,414586_merged_1009483
b_5131,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999113,5111,415046_merged_1012452
a_1281,12,Fairview Park,muwtf_merged_999106,1211,423205_merged_1004570
a_936,9,Lakeshore to UW,muwtf_merged_999106,901,416326_merged_1003949
a_706,7,D UW via University,s_merged_999107,702,420288_merged_1002385
a_2236,22,Laurentian West to Highland Hills,muwtf_merged_999106,2202,416697_merged_1000347
b_937,29,Keats Way,muwtf_merged_999113,2901,421146_merged_1012133
a_5533,59,Christopher,muwtf_merged_999106,5900,413604_merged_1003517
a_5633,64,Langs,muwtf_merged_999106,6401,416606_merged_1004756
a_5633,56,Dunbar,muwtf_merged_999106,5601,413679_merged_999458
b_705,7,C Conestoga Mall,s_merged_999114,707,420327_merged_1009518
a_332,3,Ottawa South to Downtown,muwtf_merged_999106,301,414235_merged_1003745
a_937,9,Lakeshore to UW,muwtf_merged_999106,901,416321_merged_1003944
a_803,8,Fairview via Franklin TA,muwtf_merged_999106,816,426783_merged_1004630
b_801,8,University via Westmount,a_merged_999110,807,426124_merged_1008508
a_704,7,D UW via University,s_merged_999107,702,420272_merged_1004693
a_1002,10,Fairview Park via Becthel,a_merged_999103,1012,418201_merged_1002308
b_702,7,D UW via University,muwtf_merged_999113,708,414379_merged_1010317
b_1232,10,Fairview Park via Becthel,a_merged_999110,1012,418219_merged_1012306
a_804,8,University via Courtland & Weber,muwtf_merged_999106,801,426813_merged_1002004
b_5631,64,Langs,muwtf_merged_999113,6401,416604_merged_1011535
b_1131,11,Downtown,a_merged_999110,1111,417797_merged_1012242
b_1135,20,Victoria Hills to Downtown,muwtf_merged_999113,2011,414934_merged_1009772
b_9852,9852,Jamieson Cooper ob,muwtf_merged_999113,985201,414029_merged_1012388
b_1233,12,Conestoga Mall,muwtf_merged_999113,1201,414657_merged_1009245
a_1235,7,A Fairview Park via Connaught,muwtf_merged_999106,714,414453_merged_999244
b_807,8,Downtown via Courtland,a_merged_999110,802,424902_merged_1011119
b_807,8,University via Franklin & Westmount,muwtf_merged_999113,803,426848_merged_1011524
b_2236,22,Laurentian West to Forest Glen,muwtf_merged_999113,2201,416688_merged_1010628
b_1135,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999113,2001,414921_merged_1009430
a_5431,54,Lisbon Pines,muwtf_merged_999106,5400,413734_merged_999689
a_5331,66,Winston,muwtf_merged_999106,6600,413890_merged_999821
a_709,7,C Conestoga Mall,a_merged_999103,701,418395_merged_1003281
a_132,1,Stanley Park via Lorraine,a_merged_999103,102,417606_merged_999701
b_8003,200,iXpress to Ainslie Terminal,s_merged_999114,20011,420589_merged_1007599
a_803,8,Fairview via Franklin TA,a_merged_999103,816,426151_merged_1004721
a_5631,56,Dunbar,a_merged_999103,5601,418840_merged_1000636
a_2031,20,Victoria Hills to Highland Hills Mall,a_merged_999103,2001,417863_merged_1003609
a_2031,11,Country Hills,muwtf_merged_999106,1101,414583_merged_1002703
a_8022,200,iXpress to Ainslie Terminal,muwtf_merged_999106,20011,415936_merged_1000456
a_2401,24,Highland to Downtown,a_merged_999103,2411,418009_merged_1005853
b_5135,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999113,5111,415138_merged_1010353
a_1284,27,Chicopee,s_merged_999107,2701,420541_merged_1000394
a_2102,21,Elmira,a_merged_999103,2101,419470_merged_1001767
a_9852,9852,Melran Special,muwtf_merged_999106,985203,414030_merged_1002192
a_233,2,Forest Hill via Southmoor,muwtf_merged_999106,212,414996_merged_1000163
b_1238,27,Fairview Park,muwtf_merged_999113,2711,415195_merged_1011023
a_9907,9907,WCI-Lakeshore,muwtf_merged_999106,990701,416521_merged_1003003
b_802,8,Fairview via Courtland TR,a_merged_999110,811,426185_merged_1007727
b_5131,51,Hespeler Road to Hespeler,a_merged_999110,5101,418794_merged_1008959
a_937,9,Lakeshore to UW,a_merged_999103,901,419237_merged_1002955
b_1281,33,Trillium,muwtf_merged_999113,3303,416507_merged_1009267
a_8022,200,iXpress to Ainslie Terminal,s_merged_999107,20011,420586_merged_1000827
b_2234,18,Downtown,a_merged_999110,1801,418644_merged_1010072
a_1701,17,Heritage Park,a_merged_999103,1700,418600_merged_1002787
a_703,7,B Fairview Park via Weber,s_merged_999107,713,420374_merged_1005495
b_714,7,B Fairview Park via Weber,muwtf_merged_999113,711,414403_merged_1010122
a_5431,54,Lisbon Pines,a_merged_999103,5400,418829_merged_1000851
b_5633,60,Northview Acres,muwtf_merged_999113,6000,413962_merged_1012295
b_132,1,Stanley Park via Lorraine,s_merged_999114,102,419966_merged_1009442
b_1233,12,Fairview Park,muwtf_merged_999113,1211,414720_merged_1011425
a_2401,24,Highland,a_merged_999103,2401,417983_merged_1003488
a_783,7,A Fairview Park via Connaught,muwtf_merged_999106,715,414527_merged_1002067
a_5531,59,Christopher,muwtf_merged_999106,5900,413600_merged_1003521
a_1236,27,Chicopee,muwtf_merged_999106,2701,415173_merged_1003092
b_5134,58,Elmwood,s_merged_999114,5800,420678_merged_1010019
b_734,7,C Conestoga Mall,a_merged_999110,701,418361_merged_1007713
b_5133,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999113,5111,415028_merged_1011830
a_681,6,Bridgeport,muwtf_merged_999106,600,413318_merged_1004275
b_703,7,D UW via University,muwtf_merged_999113,702,414290_merged_1011195
b_2402,24,Highland to Downtown,a_merged_999110,2411,418020_merged_1012399
a_5631,60,Northview Acres,s_merged_999107,6000,420478_merged_1004891
b_1031,10,Fairview Park,muwtf_merged_999113,1011,415794_merged_1012228
b_703,7,B Fairview Park via Weber,s_merged_999114,713,420374_merged_1012272
b_851,8,Fairview via Westmnt & Franklin/East TR,s_merged_999114,818,425718_merged_1010942
a_806,8,Fairview via Franklin TA,muwtf_merged_999106,816,426920_merged_1002404
a_1283,12,Conestoga Mall,s_merged_999107,1201,420223_merged_1001711
a_5133,65,Fisher Mills on detour,a_merged_999103,6501,418995_merged_1002124
b_806,8,University via Westmount,muwtf_merged_999113,807,426734_merged_1009101
b_935,5,Uptown,a_merged_999110,511,419347_merged_1008053
b_5133,51,Hespeler Road to Ainslie Terminal,a_merged_999110,5111,418727_merged_1011608
b_8027,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415889_merged_1007974
b_5633,56,Cambridge Centre,muwtf_merged_999113,5611,413708_merged_1009790
b_5681,56,Cambridge Centre,muwtf_merged_999113,5611,413702_merged_1009788
a_702,7,E UW via Columbia,a_merged_999103,706,418325_merged_1000543
a_1237,32,Kumpf,muwtf_merged_999106,3201,415675_merged_1003939
a_1731,17,Fairview Park,muwtf_merged_999106,1701,414842_merged_1004498
b_1213,12,Conestoga Mall,muwtf_merged_999113,1201,414794_merged_1007458
a_1731,17,Heritage Park,muwtf_merged_999106,1700,414822_merged_1003808
b_2403,24,Highland to Downtown,muwtf_merged_999113,2411,413489_merged_1006081
b_1701,17,Fairview Park,a_merged_999110,1701,418617_merged_1005961
a_1233,12,Fairview Park,s_merged_999107,1211,420235_merged_1005176
a_1382,13,Laurelwood,muwtf_merged_999106,1301,416252_merged_1002273
b_5432,57,Blair Road via Westcliff,muwtf_merged_999113,5701,413626_merged_1010032
b_1131,11,Country Hills,a_merged_999110,1101,417824_merged_1009893
a_5631,60,Northview Acres,muwtf_merged_999106,6000,413948_merged_1005722
b_2535,25,Queen South,muwtf_merged_999113,2501,415209_merged_1012619
a_2235,22,Laurentian West to Forest Glen,muwtf_merged_999106,2211,416727_merged_1003443
b_805,8,Fairview via Westmount & Franklin TA,muwtf_merged_999113,821,426918_merged_1010083
b_5533,63,Champlain,muwtf_merged_999113,6300,413841_merged_1010989
a_2534,1,Stanley Park via Becker/River,muwtf_merged_999106,103,414117_merged_1001097
a_5132,51,Hespeler Road to Hespeler,a_merged_999103,5101,418802_merged_1003626
a_804,8,Fairview via Franklin/East TR,s_merged_999107,813,425775_merged_1003495
a_5631,56,Cambridge Centre,a_merged_999103,5611,418873_merged_1003666
a_705,7,B Fairview Park via Weber,muwtf_merged_999106,712,414510_merged_1005273
b_801,8,University via Weber,muwtf_merged_999113,808,426803_merged_1011987
b_6781,67,Lovell Industrial,muwtf_merged_999113,6700,413928_merged_1005925
a_7351,73,Northlake,muwtf_merged_999106,7301,420825_merged_1002414
a_8005,200,iXpress to Ainslie Terminal,a_merged_999103,20011,419646_merged_1001114
b_801,8,University via Weber,a_merged_999110,808,426431_merged_1011415
a_1236,27,Chicopee,a_merged_999103,2701,419114_merged_1003320
a_804,8,University via Courtland & Weber,a_merged_999103,801,426064_merged_1000124
a_759,7,E UW via Columbia,muwtf_merged_999106,709,414345_merged_1000256
a_802,8,Fairview via Weber & Courtland TR,s_merged_999107,823,425746_merged_1000206
b_2102,21,Conestoga Mall,a_merged_999110,2111,419489_merged_1010587
a_5533,59,Christopher,muwtf_merged_999106,5900,413616_merged_1000235
b_301,3,Ottawa South to Downtown,s_merged_999114,301,419952_merged_1011034
a_707,7,C Conestoga Mall,muwtf_merged_999106,701,414268_merged_1000909
b_709,7,B Fairview Park via Weber,a_merged_999110,713,418509_merged_1008778
a_1382,13,Laurelwood to UW,muwtf_merged_999106,1311,416305_merged_1003699
a_2401,24,Highland,a_merged_999103,2401,417985_merged_1003486
b_1131,6,Downtown,muwtf_merged_999113,601,413348_merged_1008788
b_932,35,Eastbridge to Uptown Waterloo,a_merged_999110,3501,419259_merged_1009964
b_5134,71,Melran on Detour,muwtf_merged_999113,7101,414053_merged_1009649
b_1234,13,Laurelwood,s_merged_999114,1301,420595_merged_1010868
b_2031,11,Country Hills,muwtf_merged_999113,1101,414573_merged_1011854
b_631,8,University via Westmount,muwtf_merged_999113,807,423901_merged_1009255
a_2235,22,Laurentian West to Highland Hills,muwtf_merged_999106,2202,416705_merged_1003176
a_5631,56,Cambridge Centre,a_merged_999103,5611,418885_merged_1000118
a_933,5,Uptown,a_merged_999103,511,419353_merged_1004512
a_5131,51,Hespeler Road to Ainslie Terminal,s_merged_999107,5111,420416_merged_1005572
a_2235,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416686_merged_1003846
a_339,3,Ottawa South to Downtown,muwtf_merged_999106,301,414248_merged_1000692
