block_id,route_id,trip_headsign,service_id,shape_id,trip_id
a_935,9,Lakeshore to UW,muwtf_merged_999106,901,416331_merged_1000679
a_5134,66,Winston,s_merged_999107,6600,420501_merged_999848
a_802,8,University via Westmount,s_merged_999107,807,425595_merged_1000078
b_1234,12,Fairview Park,muwtf_merged_999113,1211,414708_merged_1011645
b_1235,9,University at King to Conestoga Mall,a_merged_999110,912,419255_merged_1009375
a_1234,27,Chicopee,muwtf_merged_999106,2701,415158_merged_1002804
b_2032,11,Country Hills,muwtf_merged_999113,1101,414582_merged_1009479
a_803,8,Fairview via Westmnt & Franklin/East TR,s_merged_999107,818,425705_merged_1000685
b_936,35,Eastbridge to Conestoga Mall,a_merged_999110,3511,419298_merged_1008565
b_933,5,Uptown,a_merged_999110,511,419353_merged_1011289
a_1731,17,Heritage Park,muwtf_merged_999106,1700,414817_merged_1000552
a_1132,6,Downtown,a_merged_999103,601,417507_merged_1002026
a_5832,58,Elmwood,a_merged_999103,5800,419667_merged_1001393
a_501,5,Uptown,s_merged_999107,511,420666_merged_999709
b_705,7,A Fairview Park via Connaught,a_merged_999110,714,418458_merged_1007313
b_1001,10,Conestoga College via Bechtel,a_merged_999110,1002,418159_merged_1007426
b_802,8,Fairview via Weber & Courtland TR,a_merged_999110,823,426206_merged_1006396
a_5333,66,Winston,a_merged_999103,6600,419043_merged_1001878
b_1231,9,Lakeshore to UW,s_merged_999114,901,420632_merged_1009505
a_931,13,Laurelwood to UW,a_merged_999103,1311,419169_merged_1000792
b_5131,65,Fisher Mills on detour,muwtf_merged_999113,6501,413862_merged_1011213
b_5633,56,Cambridge Centre,muwtf_merged_999113,5611,413712_merged_1006205
a_2534,1,Stanley Park via Lorraine,muwtf_merged_999106,102,414102_merged_1004361
a_332,4,Downtown from TBW,muwtf_merged_999106,402,416838_merged_1004966
b_703,7,A Fairview Park via Connaught,s_merged_999114,714,420358_merged_1011441
b_302,11,Downtown,a_merged_999110,1111,417856_merged_1006818
b_851,8,University via Weber,s_merged_999114,808,425543_merged_1011574
a_8003,200,iXpress to Conestoga Mall,s_merged_999107,20001,420576_merged_1003884
b_803,8,Fairview via Franklin/East TR,muwtf_merged_999113,813,426746_merged_1005935
a_5331,53,Ainslie St. Terminal,muwtf_merged_999106,5311,413760_merged_1003711
b_1232,12,Conestoga Mall,muwtf_merged_999113,1201,414659_merged_1009243
a_705,7,B Fairview Park via Weber,a_merged_999103,713,418527_merged_1003413
b_2231,22,Laurentian West to Highland Hills,muwtf_merged_999113,2202,416709_merged_1009955
a_232,2,Downtown,muwtf_merged_999106,221,415014_merged_1002035
a_1132,11,Downtown,a_merged_999103,1111,417836_merged_999794
b_8001,200,iXpress to Ainslie Terminal,a_merged_999110,20011,419625_merged_1008662
b_1032,10,Fairview Park,muwtf_merged_999113,1011,415799_merged_1012221
b_937,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416411_merged_1007376
a_133,15,Frederick,a_merged_999103,1501,418556_merged_1005609
a_1236,12,Fairview Park,muwtf_merged_999106,1211,414716_merged_1001670
b_5132,51,Hespeler Road to Hespeler,s_merged_999114,5101,420437_merged_1012152
a_1233,27,Chicopee,s_merged_999107,2701,420537_merged_1003382
b_332,16,Conestoga College via Biehn,muwtf_merged_999113,1602,415720_merged_1007777
a_301,3,Ottawa South to Downtown,s_merged_999107,301,419949_merged_1002451
a_1235,9,University at King to Conestoga Mall,a_merged_999103,912,419254_merged_1002601
b_802,8,University via Westmount,s_merged_999114,807,425593_merged_1006861
a_5202,52,Ainslie St. Terminal,muwtf_merged_999106,5211,413555_merged_1005586
a_801,8,University via Westmount,s_merged_999107,807,425590_merged_1000083
a_2403,24,Highland,muwtf_merged_999106,2401,413461_merged_1001070
b_8001,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415885_merged_1007970
a_632,20,Victoria Hills to Downtown,muwtf_merged_999106,2011,414945_merged_1002923
a_2531,25,Queen South to Downtown,a_merged_999103,2511,418063_merged_1005207
a_333,16,Conestoga College via Biehn,muwtf_merged_999106,1602,415718_merged_1004521
a_808,8,Fairview via Weber & Courtland TA,muwtf_merged_999106,824,426941_merged_999482
a_302,3,Ottawa South to Downtown,a_merged_999103,301,417579_merged_1004540
a_703,7,D UW via University,s_merged_999107,702,420284_merged_1002383
b_1132,11,Country Hills,muwtf_merged_999113,1101,414575_merged_1011852
b_2533,25,Queen South to Downtown,muwtf_merged_999113,2511,415280_merged_1011767
a_5131,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415108_merged_1000008
a_2403,24,Highland,muwtf_merged_999106,2401,413465_merged_1001066
b_682,18,Guelph Street,muwtf_merged_999113,1800,414873_merged_1007517
a_759,7,A Fairview Park via Connaught,muwtf_merged_999106,715,414528_merged_1002072
b_1231,27,Fairview Park,a_merged_999110,2711,419129_merged_1007099
b_806,8,Downtown via Courtland,a_merged_999110,802,424234_merged_1012061
a_332,16,Forest Glen via Biehn,muwtf_merged_999106,1612,415739_merged_1004285
b_5332,53,Hespeler Terminal,a_merged_999110,5301,419417_merged_1008294
b_5201,52,Ainslie St. Terminal,a_merged_999110,5211,418672_merged_1006790
a_2234,23,Idlewood,a_merged_999103,2301,417934_merged_1000655
b_8023,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415904_merged_1012376
a_2032,6,Downtown,a_merged_999103,601,417518_merged_1005239
b_932,9,Lakeshore to Conestoga Mall,a_merged_999110,911,419213_merged_1009443
b_131,1,Stanley Park via River,muwtf_merged_999113,101,414094_merged_1008278
a_1731,17,Fairview Park,muwtf_merged_999106,1701,414816_merged_1000551
b_5533,63,Champlain,a_merged_999110,6300,419517_merged_1009554
a_1331,13,Laurelwood to UW,muwtf_merged_999106,1311,416227_merged_1005057
b_757,7,A Fairview Park via Connaught,muwtf_merged_999113,716,414464_merged_1009358
b_708,7,A Fairview Park via Connaught,muwtf_merged_999113,714,414433_merged_1006324
a_2582,25,Queen South to Downtown,muwtf_merged_999106,2511,415278_merged_1002430
b_808,8,University via Franklin & Westmount,muwtf_merged_999113,803,426861_merged_1011758
b_2236,15,Downtown,muwtf_merged_999113,1511,415360_merged_1006778
b_1135,3,Ottawa South to Downtown,muwtf_merged_999113,301,414240_merged_1007471
b_302,3,Ottawa South,a_merged_999110,300,417543_merged_1008337
a_802,8,Fairview via Weber & Courtland TA,muwtf_merged_999106,824,426935_merged_1003064
b_2031,11,Country Hills,a_merged_999110,1101,417821_merged_1009890
a_2101,21,Conestoga Mall,muwtf_merged_999106,2111,416471_merged_1000356
b_803,8,University via Courtland & Weber,muwtf_merged_999113,801,426819_merged_1008774
a_131,15,Downtown,a_merged_999103,1511,418594_merged_1004472
b_5135,71,Melran on Detour,a_merged_999110,7101,419076_merged_1011895
a_702,7,D UW via University,a_merged_999103,708,418310_merged_1002207
a_1231,9,Lakeshore to Conestoga Mall,s_merged_999107,911,420642_merged_1000735
a_5132,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415110_merged_1003312
a_932,35,Eastbridge to Conestoga Mall,a_merged_999103,3511,419295_merged_1001779
b_5136,71,Melran on Detour,a_merged_999110,7101,419072_merged_1011899
b_333,3,Ottawa South,muwtf_merged_999113,300,414197_merged_1006907
a_2532,15,Frederick,muwtf_merged_999106,1501,415307_merged_1000721
b_2231,23,Fairview Park,muwtf_merged_999113,2302,413406_merged_1007181
,10,Conestoga College,muwtf_merged_999113,1001,415823_merged_1008703
b_5832,58,Elmwood,muwtf_merged_999113,5800,416548_merged_1008088
a_5431,57,Blair Road via Westcliff,a_merged_999103,5701,418906_merged_999472
b_1233,27,Chicopee,muwtf_merged_999113,2701,415166_merged_1006553
a_5331,53,Hespeler Terminal,muwtf_merged_999106,5301,413765_merged_1003714
b_1232,12,Fairview Park,muwtf_merged_999113,1211,414693_merged_1008833
b_231,18,Downtown,muwtf_merged_999113,1801,414889_merged_1011786
b_1031,10,Conestoga College,muwtf_merged_999113,1001,415749_merged_1008584
a_851,8,Fairview via Westmnt & Franklin/East TR,s_merged_999107,818,425600_merged_1001005
a_431,4,Downtown from TBW,a_merged_999103,402,419734_merged_999343
b_802,8,University via Courtland & Weber,a_merged_999110,801,426055_merged_1010187
b_714,14,Bathurst,muwtf_merged_999113,1401,415652_merged_1010457
a_1234,27,Fairview Park,a_merged_999103,2711,419143_merged_1000567
a_5133,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415087_merged_1000434
a_1135,200,iXpress to Conestoga Mall,muwtf_merged_999106,20001,415900_merged_1005595
a_933,13,Laurelwood to UW,a_merged_999103,1311,419152_merged_1003830
b_931,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416185_merged_1007788
b_810,8,Downtown via Westmount,muwtf_merged_999113,817,424677_merged_1007285
b_1231,12,Fairview Park,muwtf_merged_999113,1211,414706_merged_1011653
b_1701,17,Fairview Park,a_merged_999110,1701,418613_merged_1005965
a_5133,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415059_merged_1002463
a_232,2,Downtown,muwtf_merged_999106,221,415006_merged_1005255
a_1002,10,Conestoga College via Bechtel,a_merged_999103,1002,418166_merged_1004130
a_5633,56,Dunbar,a_merged_999103,5601,418850_merged_1003913
b_1232,12,Conestoga Mall,a_merged_999110,1201,418237_merged_1012507
a_935,13,Laurelwood to UW,a_merged_999103,1311,419165_merged_1000790
b_8026,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415886_merged_1007971
b_1002,10,Conestoga College via Bechtel,a_merged_999110,1002,418174_merged_1007639
b_1231,13,Laurelwood,s_merged_999114,1301,420604_merged_1012484
b_5633,60,Northview Acres,muwtf_merged_999113,6000,413954_merged_1009081
a_802,8,University via Franklin/East & Westmount,s_merged_999107,805,425563_merged_1005089
b_232,2,Forest Hill via Southmoor,muwtf_merged_999113,212,414990_merged_1006942
b_931,9,Lakeshore to Conestoga Mall,a_merged_999110,911,419224_merged_1007630
b_1231,27,Chicopee,a_merged_999110,2701,419109_merged_1006809
a_301,3,Ottawa South to Downtown,a_merged_999103,301,417566_merged_1001306
a_710,7,C Conestoga Mall,a_merged_999103,707,418313_merged_1004219
a_1131,20,Victoria Hills to Highland Hills Mall,s_merged_999107,2001,420119_merged_1002600
b_2031,20,Victoria Hills to Highland Hills Mall,a_merged_999110,2001,417868_merged_1010377
b_702,91,Late Night Loop,tf_merged_999116,9101,415634_merged_1010242
b_1286,10,Fairview Park via Becthel,s_merged_999114,1012,420209_merged_1012370
a_756,14,Conestoga Mall,muwtf_merged_999106,1411,415666_merged_1000438
b_1132,6,Bridgeport,a_merged_999110,600,417465_merged_1006966
a_801,8,University via Westmount,a_merged_999103,807,426117_merged_1005196
a_5136,51,Hespeler Road to Ainslie Terminal,a_merged_999103,5111,418761_merged_1004354
a_801,8,Fairview via Courtland TR,s_merged_999107,811,425757_merged_1003730
b_2032,11,Country Hills,a_merged_999110,1101,417808_merged_1009593
b_682,6,Bridgeport,muwtf_merged_999113,600,413322_merged_1008851
b_333,3,Ottawa South,muwtf_merged_999113,300,414185_merged_1010198
b_5631,56,Cambridge Centre,s_merged_999114,5611,420452_merged_1011932
b_2232,22,Laurentian West to Forest Glen,muwtf_merged_999113,2201,416669_merged_1010824
b_5251,52,Fairview Park,muwtf_merged_999113,5201,413538_merged_1011703
a_132,1,Stanley Park via Lorraine,muwtf_merged_999106,102,414105_merged_1004360
b_806,8,Fairview via Westmnt & Franklin/East TR,muwtf_merged_999113,818,426749_merged_1005936
b_5131,55,St. Andrews Sunday,s_merged_999114,5501,420691_merged_1008392
b_804,8,University via Weber,muwtf_merged_999113,808,426975_merged_1009311
b_936,5,Uptown,muwtf_merged_999113,511,415607_merged_1006423
a_708,7,A Fairview Park via Connaught,a_merged_999103,714,418448_merged_1004025
a_1382,13,Laurelwood,muwtf_merged_999106,1301,416259_merged_1002280
a_2402,24,Highland to Downtown,muwtf_merged_999106,2411,413502_merged_1001934
b_803,8,Fairview via Westmount & Franklin TA,muwtf_merged_999113,821,426914_merged_1010075
a_5633,56,Cambridge Centre,muwtf_merged_999106,5611,413707_merged_1003006
b_2031,11,Downtown,muwtf_merged_999113,1111,414639_merged_1009393
a_1231,13,Laurelwood,s_merged_999107,1301,420596_merged_1004088
b_7251,72,Cherry Blossom via Saltsman,muwtf_merged_999113,7201,420803_merged_1009400
a_704,7,B Fairview Park via Weber,muwtf_merged_999106,711,414400_merged_1003348
a_5633,60,Northview Acres,muwtf_merged_999106,6000,413965_merged_1005511
a_5431,57,Blair Road via Westcliff,a_merged_999103,5701,418904_merged_1000956
b_3301,33,Huron to Forest Glen,muwtf_merged_999113,3311,416494_merged_1008328
a_2581,9963,RCSS-HHM,muwtf_merged_999106,996301,414021_merged_1005616
a_1231,12,Fairview Park,s_merged_999107,1211,420230_merged_1005173
b_2232,23,Downtown,muwtf_merged_999113,2311,413443_merged_1007610
a_934,9,Lakeshore to UW,muwtf_merged_999106,901,416344_merged_1004162
b_6101,61,Conestoga College,muwtf_merged_999113,6100,415985_merged_1009496
a_2531,25,Queen South to Downtown,a_merged_999103,2511,418089_merged_1000102
a_5631,64,Cambridge Centre,muwtf_merged_999106,6411,416625_merged_1004491
b_5633,64,Cambridge Centre,muwtf_merged_999113,6411,416634_merged_1007758
b_1032,10,Conestoga College,muwtf_merged_999113,1001,415763_merged_1008316
b_1002,10,Fairview Park via Becthel,a_merged_999110,1012,418191_merged_1008875
b_8025,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415917_merged_1006974
b_2534,6,Bridgeport,muwtf_merged_999113,600,413306_merged_1009064
a_708,7,E UW via Columbia,a_merged_999103,706,418338_merged_1004027
a_937,13,Laurelwood to UW,muwtf_merged_999106,1311,416316_merged_1000449
b_131,15,Downtown,muwtf_merged_999113,1511,415339_merged_1010564
b_703,7,A Fairview Park via Connaught,muwtf_merged_999113,714,414444_merged_1009617
b_681,18,Guelph Street,muwtf_merged_999113,1800,414875_merged_1007523
b_131,25,Queen South via Overlea,s_merged_999114,2502,420155_merged_1008926
a_1282,7,C King and University,s_merged_999107,721,420406_merged_1003123
a_805,8,University via Franklin/East & Westmount,muwtf_merged_999106,805,426896_merged_1002903
b_2402,24,Highland,muwtf_merged_999113,2401,413458_merged_1011118
a_803,8,Fairview via Westmnt & Franklin/East TR,s_merged_999107,818,425728_merged_1000482
a_1239,12,Conestoga Mall,s_merged_999107,1201,420252_merged_1004429
b_1284,12,Fairview Park,muwtf_merged_999113,1211,414752_merged_1008916
b_1131,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999113,2001,414914_merged_1012633
a_706,7,A Fairview Park via Connaught,a_merged_999103,714,418463_merged_1003792
b_6481,64,Langs,muwtf_merged_999113,6401,416616_merged_1008039
b_5333,53,Ainslie St. Terminal,a_merged_999110,5311,419433_merged_1011313
a_1731,10,Conestoga College via Bechtel,muwtf_merged_999106,1002,415780_merged_1002247
b_1211,12,Fairview Park,muwtf_merged_999113,1211,422902_merged_1011685
a_5132,58,Elmwood,s_merged_999107,5800,420677_merged_1003247
a_708,7,A Fairview Park via Connaught,a_merged_999103,714,418461_merged_1003790
a_707,7,D UW via University,a_merged_999103,708,418306_merged_1000733
a_1237,13,Laurelwood,muwtf_merged_999106,1301,416315_merged_1000446
b_803,8,University via Courtland & Weber,s_merged_999114,801,425516_merged_1007834
b_5136,51,Hespeler Road to Ainslie Terminal,a_merged_999110,5111,418758_merged_1008142
a_934,5,Erb West,muwtf_merged_999106,501,415598_merged_999875
b_1132,20,Victoria Hills to Downtown,a_merged_999110,2011,417911_merged_1007648
a_1132,11,Country Hills,a_merged_999103,1101,417802_merged_1002822
b_883,8,Downtown via Weber,muwtf_merged_999113,822,424670_merged_1007292
b_1282,9,University at King to Conestoga Mall,s_merged_999114,912,420648_merged_1006229
a_132,25,Queen South to Downtown via Westheights,s_merged_999107,2512,420176_merged_1002363
b_5203,52,Ainslie St. Terminal,a_merged_999110,5211,418677_merged_1010854
a_1731,17,Fairview Park,muwtf_merged_999106,1701,414840_merged_1004500
a_2236,22,Laurentian West to Highland Hills,muwtf_merged_999106,2202,416713_merged_999879
a_5332,53,Ainslie St. Terminal,a_merged_999103,5311,419420_merged_1003867
a_5136,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415130_merged_1003572
b_715,7,A Fairview Park via Connaught,muwtf_merged_999113,714,414432_merged_1006323
b_2402,24,Highland,a_merged_999110,2401,418000_merged_1012623
b_2032,11,Downtown,a_merged_999110,1111,417842_merged_1010111
b_3131,31,Conestoga Mall,muwtf_merged_999113,3101,416164_merged_1005985
a_382,3,Ottawa South,muwtf_merged_999106,300,414208_merged_1000247
a_5133,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415041_merged_1005678
a_431,4,Downtown from TBW,a_merged_999103,402,419735_merged_999344
b_804,8,Fairview via Courtland TA,muwtf_merged_999113,812,426960_merged_1006288
a_935,9,Lakeshore to UW,muwtf_merged_999106,901,416342_merged_1004156
a_2531,15,Frederick,a_merged_999103,1501,418538_merged_1004256
b_5132,65,Fisher Mills on detour,a_merged_999110,6501,419005_merged_1007922
a_9961,9961,SJAM-Erbsville,muwtf_merged_999106,996102,414017_merged_1002402
b_5232,52,Ainslie St. Terminal,s_merged_999114,5211,420518_merged_1009934
b_703,7,D UW via University,s_merged_999114,702,420297_merged_1012590
b_2031,11,Country Hills,a_merged_999110,1101,417816_merged_1006316
b_8001,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415952_merged_1006458
a_8004,200,iXpress to Conestoga Mall,a_merged_999103,20001,419592_merged_1001291
b_1131,11,Downtown Sunday,s_merged_999114,1112,420109_merged_1006037
b_3251,32,Conestoga Mall,muwtf_merged_999113,3211,415693_merged_1010929
b_333,4,Glasgow,muwtf_merged_999113,412,416801_merged_1008267
a_5631,56,Dunbar,muwtf_merged_999106,5601,413655_merged_999717
b_232,2,Downtown via Southmoor,muwtf_merged_999113,222,415019_merged_1008807
a_934,9,Lakeshore to Conestoga Mall,a_merged_999103,911,419217_merged_1002662
b_933,9,Lakeshore to Conestoga Mall,a_merged_999110,911,419218_merged_1009434
b_8002,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415947_merged_1009992
a_131,1,Stanley Park via Lorraine,a_merged_999103,102,417607_merged_999702
b_5133,66,Winston,a_merged_999110,6600,419050_merged_1012114
a_702,7,E UW via Columbia,muwtf_merged_999106,706,414332_merged_1004007
b_709,7,F Fairview Park via Wilson,a_merged_999110,717,418411_merged_1006758
b_9969,12,Fairview Park,muwtf_merged_999113,1211,414808_merged_1010815
b_5132,65,Fisher Mills on detour,muwtf_merged_999113,6501,413876_merged_1011007
a_803,8,Fairview via Courtland TA,muwtf_merged_999106,812,426959_merged_1002765
b_332,3,Ottawa South to Downtown,muwtf_merged_999113,301,414217_merged_1010303
b_8061,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415871_merged_1012552
b_5133,65,Fisher Mills on detour,a_merged_999110,6501,419007_merged_1011028
b_302,3,Ottawa South,a_merged_999110,300,417547_merged_1008333
b_1286,10,Conestoga College via Bechtel,s_merged_999114,1002,420190_merged_1008474
b_2401,24,Highland to Downtown,a_merged_999110,2411,418023_merged_1012400
b_2235,23,Idlewood,muwtf_merged_999113,2301,413398_merged_1011546
a_1232,10,Fairview Park via Becthel,s_merged_999107,1012,420204_merged_1001455
b_1282,12,Fairview Park,s_merged_999114,1211,420262_merged_1007978
b_851,8,University via Courtland & Weber,s_merged_999114,801,425529_merged_1011328
a_5333,53,Ainslie St. Terminal,a_merged_999103,5311,419436_merged_1004527
b_2531,1,Stanley Park via Becker/River,a_merged_999110,103,417620_merged_1006217
a_933,35,Eastbridge to Uptown Waterloo,muwtf_merged_999106,3501,416222_merged_1005062
b_5431,57,Blair Road via Westcliff,muwtf_merged_999113,5701,413628_merged_1010036
b_933,5,Uptown,a_merged_999110,511,419339_merged_1011315
a_1282,12,Fairview Park,muwtf_merged_999106,1211,422904_merged_1004906
b_3131,31,University of Waterloo,muwtf_merged_999113,3111,416126_merged_1006566
a_2032,11,Country Hills,muwtf_merged_999106,1101,414579_merged_1005071
a_5332,53,Hespeler Terminal,a_merged_999103,5301,419417_merged_1001517
b_5131,51,Hespeler Road to Hespeler,a_merged_999110,5101,418785_merged_1008222
b_8001,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415857_merged_1006000
a_2402,24,Highland,a_merged_999103,2401,417988_merged_1003483
a_8001,200,iXpress to Conestoga Mall,a_merged_999103,20001,419587_merged_1005308
b_881,8,Downtown via Westmount,muwtf_merged_999113,817,424683_merged_1011698
b_803,8,University via Westmount,muwtf_merged_999113,807,426878_merged_1008534
a_731,7,F Fairview Park via Wilson,muwtf_merged_999106,718,414525_merged_1002065
a_2232,22,Laurentian West to Highland Hills,a_merged_999103,2202,418120_merged_1004598
a_131,1,Stanley Park via River,a_merged_999103,101,417595_merged_1002513
a_131,1,Stanley Park via River,muwtf_merged_999106,101,414087_merged_1004972
b_712,7,A Fairview Park via Connaught,muwtf_merged_999113,714,414449_merged_1009612
a_851,8,University via Courtland & Weber,s_merged_999107,801,425529_merged_1004551
a_1382,9,Lakeshore to UW,muwtf_merged_999106,901,416408_merged_1001009
a_1131,11,Downtown Sunday,s_merged_999107,1112,420105_merged_999256
b_936,9,Lakeshore to University and King,a_merged_999110,903,419197_merged_1011073
b_2231,22,Laurentian West to Downtown,muwtf_merged_999113,2212,416756_merged_1006150
b_5331,66,Winston,muwtf_merged_999113,6600,413890_merged_1006598
a_711,7,F Fairview Park via Wilson,muwtf_merged_999106,718,414526_merged_1002066
a_937,5,Uptown,a_merged_999103,511,419349_merged_1001268
a_804,8,Fairview via Westmount & Franklin TA,a_merged_999103,821,426196_merged_1002266
b_232,15,Downtown,muwtf_merged_999113,1511,415354_merged_1010340
a_2431,24,Highland to Downtown,muwtf_merged_999106,2411,413510_merged_1005182
b_938,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416177_merged_1009585
b_2031,6,Downtown,a_merged_999110,601,417496_merged_1009763
b_5631,60,Northview Acres,a_merged_999110,6000,418943_merged_1012535
a_2232,23,Downtown,a_merged_999103,2311,417969_merged_1004622
a_2233,22,Laurentian West to Forest Glen,a_merged_999103,2201,418114_merged_1001110
a_5631,64,Langs,muwtf_merged_999106,6401,416607_merged_1004755
a_2532,25,Queen South,a_merged_999103,2501,418056_merged_1001977
a_233,15,Downtown,muwtf_merged_999106,1511,415350_merged_1003559
b_801,8,Fairview via Westmnt & Franklin/East TR,a_merged_999110,818,426136_merged_1011726
a_808,8,University via Courtland & Weber,muwtf_merged_999106,801,426807_merged_1001297
b_1233,12,Conestoga Mall,a_merged_999110,1201,418226_merged_1009304
a_133,1,Stanley Park via Lorraine,a_merged_999103,102,417599_merged_1004076
b_5133,65,Fisher Mills on detour,s_merged_999114,6501,420488_merged_1007963
b_2101,21,Elmira,muwtf_merged_999113,2101,416450_merged_1006827
b_1233,12,Conestoga Mall,s_merged_999114,1201,420221_merged_1008486
b_1001,10,Conestoga College via Bechtel,a_merged_999110,1002,418167_merged_1010908
a_805,8,Fairview via Franklin TA,a_merged_999103,816,426168_merged_1001235
b_884,8,Downtown via Westmount,muwtf_merged_999113,817,424684_merged_1006355
a_5832,58,Elmwood,a_merged_999103,5800,419670_merged_1004856
a_1234,12,Conestoga Mall,s_merged_999107,1201,420215_merged_1004916
b_5136,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415132_merged_1010351
a_808,8,Fairview via Courtland TA,muwtf_merged_999106,812,426961_merged_999510
b_5131,65,Fisher Mills on detour,s_merged_999114,6501,420487_merged_1007958
a_2402,24,Highland,a_merged_999103,2401,418007_merged_1005847
a_1231,12,Conestoga Mall,a_merged_999103,1201,418241_merged_1001867
a_931,5,Erb West,a_merged_999103,501,419311_merged_1004040
b_5132,51,Hespeler Road to Hespeler,a_merged_999110,5101,418799_merged_1008960
a_932,17,Heritage Park,muwtf_merged_999106,1700,414834_merged_1000289
b_5631,56,Cambridge Centre,a_merged_999110,5611,418897_merged_1010182
b_935,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416184_merged_1007787
a_1235,27,Chicopee,muwtf_merged_999106,2701,415159_merged_1002805
b_335,16,Conestoga College,muwtf_merged_999113,1601,415710_merged_1011290
b_803,8,Fairview via Westmount & Franklin TA,a_merged_999110,821,426195_merged_1009042
a_5632,64,Cambridge Centre,a_merged_999103,6411,418975_merged_1000295
a_5533,55,St. Andrews,a_merged_999103,5500,419686_merged_1002567
a_1233,12,Fairview Park,muwtf_merged_999106,1211,414720_merged_1004648
a_802,8,Fairview via Courtland TA,muwtf_merged_999106,812,426969_merged_999161
b_1131,20,Victoria Hills to Downtown,muwtf_merged_999113,2011,414937_merged_1012551
a_731,14,Conestoga Mall,muwtf_merged_999106,1413,415669_merged_1000445
b_3351,33,Huron,muwtf_merged_999113,3301,416490_merged_1008324
a_932,9,Lakeshore to UW,a_merged_999103,901,419236_merged_1002956
b_337,4,Glasgow,muwtf_merged_999113,412,416792_merged_1012445
b_132,25,Queen South via Overlea,s_merged_999114,2502,420158_merged_1008921
a_501,5,Erb West,s_merged_999107,501,420675_merged_1003249
b_133,1,Downtown via Lorraine,a_merged_999110,112,417631_merged_1009795
b_938,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416376_merged_1007939
a_805,8,Fairview via Weber & Courtland TR,muwtf_merged_999106,823,426934_merged_1003063
a_1281,27,Chicopee,s_merged_999107,2701,420561_merged_1000610
a_5231,52,Ainslie St. Terminal,s_merged_999107,5211,420513_merged_1002346
a_5136,51,Hespeler Road to Hespeler,a_merged_999103,5101,418817_merged_1002857
b_935,9,Lakeshore to UW,muwtf_merged_999113,901,416324_merged_1010724
a_705,7,D UW via University,a_merged_999103,708,418287_merged_1001344
a_758,7,A Fairview Park via Connaught,muwtf_merged_999106,716,414470_merged_1005792
a_5132,51,Hespeler Road to Ainslie Terminal,s_merged_999107,5111,420421_merged_1001918
a_1135,6,Bridgeport,muwtf_merged_999106,600,413313_merged_1005684
b_2532,25,Queen South,a_merged_999110,2501,418046_merged_1012187
a_714,7,C Conestoga Mall,muwtf_merged_999106,701,414279_merged_1004183
a_132,1,Stanley Park via Lorraine,muwtf_merged_999106,102,414108_merged_1004355
b_709,7,B Fairview Park via Weber,a_merged_999110,713,418528_merged_1008971
b_8001,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415895_merged_1011455
b_8025,200,iXpress to Conestoga Mall,muwtf_merged_999113,20001,415898_merged_1011644
a_131,1,Downtown via Lorraine,a_merged_999103,112,417636_merged_1003017
a_5133,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415029_merged_1005054
a_802,8,University via Westmount,s_merged_999107,807,425581_merged_1003369
a_2231,22,Laurentian West to Highland Hills,a_merged_999103,2202,418119_merged_1001103
b_712,7,B Fairview Park via Weber,a_merged_999110,713,418501_merged_1008763
b_5133,51,Hespeler Road to Hespeler,a_merged_999110,5101,418807_merged_1010406
a_335,4,Downtown from TBW,muwtf_merged_999106,402,416828_merged_1001738
b_1032,10,Fairview Park,muwtf_merged_999113,1011,415801_merged_1008935
b_336,16,Forest Glen via Biehn,muwtf_merged_999113,1612,415744_merged_1008583
a_8001,200,iXpress to Ainslie Terminal,muwtf_merged_999106,20011,415952_merged_999681
b_731,7,B Fairview Park via Weber,muwtf_merged_999113,713,414492_merged_1007579
a_5202,52,Fairview Park,muwtf_merged_999106,5201,413528_merged_1001717
b_801,8,University via Franklin & Westmount,muwtf_merged_999113,803,426857_merged_1008286
a_934,35,Eastbridge to Uptown Waterloo,muwtf_merged_999106,3501,416223_merged_1005061
b_5431,57,Blair Road via Westcliff,a_merged_999110,5701,418905_merged_1007734
