stop_lat,stop_lon,stop_id,stop_name
43.348447,-80.300417,2183,Christopher / Foster
43.346553,-80.298995,2182,Champlain / Christopher
43.34704,-80.296975,2181,Champlain / Brierdale
43.348192,-80.293223,2180,Elgin / Champlain
43.359225,-80.31783,2187,North Square / Grand
43.359037,-80.315072,2186,Main / Water
43.353953,-80.30261,2185,Christopher / Elliott
43.350428,-80.301195,2184,Christopher / Ballantyne
43.363587,-80.318665,2189,George / Hobson
43.361503,-80.318717,2188,George / Blair
43.356925,-80.307672,2213,Main / Bruce
43.358818,-80.313267,2212,Main / Mill
43.356507,-80.317897,2211,St Andrews / Grand
43.354713,-80.32269,2210,Churchill / Brant
43.358248,-80.286907,2217,Main / Franklin
43.356565,-80.296663,2216,Main / Elgin
43.356247,-80.301283,2215,Main / Lincoln
43.356562,-80.304448,2214,Main / Peck
43.351493,-80.289607,2219,Franklin / Morning
43.353522,-80.288838,2218,Franklin /Path To Elliott
43.481115,-80.47975,2439,Bridge / Tyson
43.481107,-80.477495,2438,Bloomingdale / Horning
43.482733,-80.463877,2433,Schweitzer / Daniel
43.481575,-80.467317,2432,Schweitzer / Nelson
43.480963,-80.46903,2431,Stanley / Schweitzer
43.479298,-80.46795,2430,Stanley / Tagge
43.481855,-80.475285,2437,Bloomingdale / Prince
43.483318,-80.47112,2436,Bloomingdale / Stanley
43.484165,-80.468855,2435,Bloomingdale / Nelson
43.485293,-80.465382,2434,Daniel / Bloomingdale
43.481577,-80.53308,1161,Hazel / Austin
43.482332,-80.526352,2509,King / Columbia
43.484057,-80.526747,2508,King / Weber
43.487533,-80.527452,2507,King / Blue Springs
43.490015,-80.528003,2506,King / Waterloo Inn
43.491693,-80.528482,2505,King / Manulife
43.496628,-80.529428,2504,King / Path To Bauer
43.451932,-80.48761,2503,Weber / Queen
43.453245,-80.490778,2502,Weber / Ontario
43.453955,-80.492452,2501,Weber / Water
43.454867,-80.493902,2500,Weber / Victoria
43.42836,-80.464242,2727,Walton / Vanier
43.427743,-80.465945,2726,Walton / Kipling
43.428842,-80.468278,2725,Courtland / Overland
43.433082,-80.472407,2724,Courtland / Carwood
43.434052,-80.47437,2723,Courtland / Mill
43.435822,-80.475275,2722,Courtland / Sydney
43.436942,-80.477137,2721,Courtland / Ottawa
43.43806,-80.479028,2720,Courtland / Borden
43.424928,-80.460222,2729,Vanier / Kipling
43.427303,-80.462805,2728,Vanier / Erie
43.5101,-80.5064,3782,Chesapeake / Sandy Cove
43.5007,-80.5064,3783,Bridge / Whitmore
43.5113,-80.5097,3780,Chesapeake / Seawind
43.404182,-80.473435,1804,Strasburg / Mcintyre
43.404472,-80.474062,1803,Mcintyre / Strasburg
43.403057,-80.476862,1802,Mcintyre / Mcbrine
43.402755,-80.480038,1801,221 Mcintyre Dr.
43.4965,-80.501,3785,Dansbury / Camille
43.4965,-80.5013,3788,Dansbury / Bridge
43.4986,-80.5039,3789,Bridge / Lexington
43.39597,-80.461437,1809,Battler / Old Huron
43.3926,-80.466775,1808,Huron Heights Ss
43.38418,-80.294483,1368,Cowan / Wallace
43.443648,-80.540149,3258,Westwood / Glasgow
43.443022,-80.542182,3259,Glasgow / Fischer-Hallman
43.474952,-80.490273,1948,Bridgeport / Lang
43.472563,-80.498712,1949,Bridgeport / Goldbeck
43.3553,-80.303903,1525,Concession / Peck
43.482767,-80.484757,1942,Bridge / Woolwich
43.4816,-80.48313,1943,Lancaster / Jones
43.486597,-80.485895,1940,Bridle / Dartmoor
43.484192,-80.486928,1941,Bridge / Bridgeport Ps
43.476513,-80.485118,1946,Bridgeport / Lancaster
43.475548,-80.487322,1947,Bridgeport / Mackie
43.479282,-80.48452,1944,Lancaster / General
43.441892,-80.537297,3257,Westwood / Dayman
43.357055,-80.293553,1527,Main / Alexander
43.35713,-80.313083,1520,Ainslie Street Terminal
43.357017,-80.313194,1521,Ainslie Street Terminal
43.437872,-80.445957,2859,Franklin / Shuh
43.431403,-80.544275,3207,Westforest / Victoria
43.356965,-80.313486,1522,Ainslie Street Terminal
43.428273,-80.544327,3206,Westforest / Westmeadow
43.447702,-80.458223,2851,Ottawa / Nottingham
43.445442,-80.463412,2850,Ottawa / Hwy 7 Ramp
43.448213,-80.450697,2853,Franklin / Ottawa
43.448128,-80.453353,2852,Ottawa / Dreger
43.444595,-80.448475,2855,Franklin / Bradley
43.426443,-80.544447,3205,Bankside / Westforest
43.441762,-80.447238,2857,Franklin / Kenneth
43.443362,-80.447945,2856,Franklin / Dalewood
43.397657,-80.30425,1490,Franklin / Bishop
43.3912,-80.302187,1491,Franklin / Elgin
43.385592,-80.301185,1492,Franklin / Glamis
43.416327,-80.542825,3330,Highview / Highview Place
43.380067,-80.29899,1494,Franklin / Avenue
43.375257,-80.297082,1495,Franklin / Athlone
43.371453,-80.293852,1496,Clyde / Bluerock
43.372542,-80.29021,1497,Clyde / Bluerock
43.373138,-80.28708,1498,Clyde / Dobbie
43.427965,-80.538048,3203,Bankside / Bankside Pk
43.421548,-80.522407,3338,Mcgarry / Pinehurst
43.452602,-80.55283,1994,Erb / Fischer-Hallman
43.41116,-80.442052,1700,Wilson / Wabanaki
43.409202,-80.442243,1701,Wabanaki / Kevco
43.40829,-80.447465,1702,Wabanaki / Manitou
43.407097,-80.448785,1703,Manitou / Sasaga
43.404088,-80.448362,1704,421 Manitou Dr.
43.401483,-80.447778,1705,Manitou / Cayuga
43.398035,-80.446822,1706,Doon Village / Millwood
43.393467,-80.443803,1707,Doon Village / Wheatfield Park
43.391789,-80.440746,1708,Doon Village / Bechtel
43.390492,-80.443025,1709,Bechtel / Pathfinder
43.454545,-80.54732,1996,Erb / Culpepper
43.463893,-80.522139,3658,Uptown Waterloo
43.3943,-80.3032,3659,Franklin / Can-Amera
43.498076,-80.52883,1128,Conestoga Mall Terminal
43.498071,-80.528619,1129,Conestoga Mall Terminal
43.473523,-80.516183,2834,Weber / Noecker
43.473167,-80.55048,1120,Columbia / Village 1
43.47458,-80.546505,1121,Columbia / Uw Entrance
43.474192,-80.545442,1122,Uw - B. C. Matthews Hall
43.47273,-80.541218,1123,Uw - Davis Centre
43.469388,-80.539398,1124,Uw - Engineering
43.498032,-80.528561,1125,Conestoga Mall Terminal
43.498035,-80.52877,1126,Conestoga Mall Terminal
43.498042,-80.528997,1127,Conestoga Mall Terminal
43.411813,-80.515837,2989,Wilderness / Grey Fox
43.410733,-80.51387,2988,Wilderness / Mountain Mint
43.415793,-80.47479,3029,Country Hill / Cherry Hill
43.416705,-80.475453,3028,Country Hill / Block Line
43.423667,-80.519395,2983,Fischer-Hallman / Mcgarry
43.426167,-80.521777,2982,Forest Heights Ci
43.428217,-80.523405,2981,Fischer-Hallman / Queens
43.430424,-80.525302,2980,Highland Hills Mall Terminal
43.41046,-80.51003,2987,Activa / Wilderness
43.413152,-80.508993,2986,Activa / Grey Fox
43.416377,-80.510997,2985,Fischer-Hallman / Ottawa
43.421347,-80.516505,2984,Fischer-Hallman / Greenbrook
43.447285,-80.442388,1018,River / Conway
43.445728,-80.441425,1019,River / Bradley
43.454288,-80.446665,1014,River / Hickson
43.45284,-80.445712,1015,River / Path To Secord
43.451233,-80.444683,1016,River / Ottawa
43.448708,-80.443133,1017,River / Stanley Park Mall
43.461830996,-80.46165777,1010,Frederick / River
43.459288,-80.458902,1011,River / Islington
43.458467,-80.454168,1012,River / Manchester
43.457475,-80.450417,1013,River / Halliwell
43.49848,-80.55178,1234,Golden Eagle / Weber
43.424274,-80.323206,1235,Queen / Rooshill
43.429882,-80.313782,1236,Queen / Harvey
43.433445,-80.30735,1237,Queen / Hungerford
43.5021,-80.5498,1230,Randall / Conrad
43.501223,-80.552262,1231,Randall / Weber
43.502452,-80.554887,1232,Northlake / Swallow
43.498857,-80.554092,1233,Northlake / Mayview
43.435822,-80.304628,1238,Queen / Panabaker
43.439152,-80.30165,1239,River / Queen
43.419323,-80.325685,1277_merged_999108,Groh / Holiday Inn
43.465298,-80.488253,2487,Guelph / Edwin
43.5448,-80.5508,3809,Sawmill / Parkside
43.5281,-80.5553,3808,King / Printery
43.3739,-80.3362,3805,Blair / Esther
43.3842,-80.411,3804,Conestoga College Residence
43.5107,-80.5494,3807,Farmers Market / Walmart
43.3949,-80.3258,3806,Bishop / Hespeler
43.3859,-80.4124,3801,Conestoga College / Pinnacle
43.4984,-80.5291,3800,Conestoga Mall Terminal
43.3844,-80.4112,3803,Conestoga College Residence
43.3855,-80.4129,3802,Conestoga College / Pinnacle
43.471185,-80.484648,2481,Union / Lancaster
43.457447,-80.540497,1967,Erb / Mcdougall
43.358507,-80.317615,2245,Grand / South Square
43.40465,-80.495155,2949,Erinbrook / Rockwood
43.404427,-80.492742,2948,Erinbrook / Tara
43.408297,-80.485185,2945,Erinbrook / Goundry
43.409577,-80.484605,2944,Rittenhouse / Mccabe
43.46226,-80.53032,1963,Erb / Avondale
43.34372,-80.284105,2228,Gatehouse / Myers
43.343637,-80.285745,2229,Myers / Franklin
43.341312,-80.280263,2226,Gatehouse / Wheeler
43.341585,-80.282627,2227,Gatehouse / Flockhart
43.344857,-80.280268,2224,Lisbon Pines / Myers
43.343165,-80.279163,2225,Gatehouse / Mcnichol
43.34955,-80.281205,2222,Lisbon Pines / Champlain
43.34646,-80.280827,2223,Lisbon Pines / Santa Maria
43.348318,-80.287612,2220,Champlain / Franklin
43.34919,-80.284602,2221,Champlain / Carlos
43.505112,-80.525867,2088,Northfield / Wissler
43.502133,-80.533728,2089,King / Northfield
43.500217,-80.561388,2082,Northlake / Monarch
43.502195,-80.556478,2083,Northlake / Black Forest
43.495908,-80.566085,2080,Northlake / Conservation
43.498635,-80.564637,2081,Northlake / Twinflower
43.514277,-80.498555,2086,University / Woolwich St.
43.51567,-80.500062,2087,University / New Hampshire
43.497617,-80.55065,2084,Weber / Northfield
43.425283,-80.526045,3342,Elm Ridge / Hillbrook
43.458271,-80.515238,2538,King / Union
43.457533,-80.512888,2539,King / Mt Hope
43.427607,-80.52634,3343,Queens / Highland Hills Mall
43.47835,-80.525515,2532,King / Hickory
43.475428,-80.524983,2533,King / University
43.481918,-80.524828,2531,Regina / Columbia
43.460296,-80.519303,2536,King / Allen
43.459389,-80.517741,2537,King / John
43.473257,-80.524433,2534,King / Bricker
43.469807,-80.523732,2535,King / Central
43.448483,-80.488785,2712,Charles / Benton
43.44747,-80.4894,2713,Benton / Church
43.44934,-80.492913,2710,Charles St. Terminal
43.448865,-80.491814,2711,Charles St. Terminal
43.442307,-80.486292,2716,Courtland / Madison
43.440668,-80.483505,2717,Courtland / Vernon
43.445963,-80.491028,2714,Benton / Courtland
43.44411,-80.489403,2715,Courtland / Peter
43.431543,-80.515265,3346,Queens / Warren
43.439872,-80.482138,2718,Courtland / Palmer
43.438807,-80.480262,2719,Courtland / Kent
43.432382,-80.512898,3347,Queens / Cecile
43.429507,-80.520355,3344,Queens / Bonfair
43.430235,-80.51814,3345,Queens / Silverspring
43.391513,-80.451182,1832,Black Walnut / Pioneer
43.392792,-80.453572,1833,Black Walnut / Carlyle
43.393693,-80.433307,1830,Old Carriage/Pioneer
43.391832,-80.440417,1831,Bechtel / Doon Village
43.397163,-80.455622,1836,Biehn / Old Huron
43.397262,-80.45813,1837,Old Huron / Maxwell
43.393253,-80.455257,1834,Black Walnut / Biehn
43.39548,-80.455363,1835,Biehn / Carlyle
43.3693,-80.3407,3795,Bismark / Westcliff
43.3704,-80.3446,3794,Princess / Westcliff
43.395925,-80.460573,1838,Old Huron / Battler
43.392648,-80.46571,1839,Huron / Strasburg
43.3944,-80.4334,3791,Pioneer / Old Carriage
43.5014,-80.507,3790,Bridge / Whitmore
43.3723,-80.3415,3793,Princess / Rosslinn
43.3749,-80.3397,3792,Blair / Esther
43.34732,-80.32223,2154,Stanley / Glenmorris
43.34682,-80.319702,2155,First / Caen
43.348587,-80.318055,2156,Middleton / Francis
43.451047,-80.477302,2405,Krug / Samuel
43.349245,-80.329338,2150,Woodside / Victoria
43.347905,-80.327917,2151,St Gregorys / St Andrews
43.346312,-80.328045,2152,Stanley / Borden
43.34668,-80.325525,2153,Stanley / Tait
43.353032,-80.31729,2158,Grand / Cedar
43.354475,-80.313477,2159,Ainslie / Veterans
43.450598,-80.48426,2408,Weber / Scott
43.454898,-80.501357,2409,Wellington / Moore
43.476343,-80.5098,2829,Marshall / Lincoln
43.46917,-80.515232,1955,Bridgeport / Devitt
43.469837,-80.51365,1954,Bridgeport / Weber
43.467337,-80.523077,1957,King / Bridgeport
43.468115,-80.520247,1956,Bridgeport / Peppler
43.472357,-80.504592,1951,Bridgeport / Margaret
43.472512,-80.501147,1950,Bridgeport / Bluevale
43.471198,-80.509963,1953,Bridgeport / L'Harmonie
43.471638,-80.508025,1952,Bridgeport / Ellis
43.461685,-80.521525,1959,King / William
43.464927,-80.522385,1958,King / Erb
43.449587,-80.523667,3249,Glasgow / Westmount
43.450088,-80.522238,3248,Glasgow / Westmount Ps
43.454373,-80.510632,3243,Park / Glasgow
43.455787,-80.513562,3242,Park / Wood
43.456432,-80.515537,3241,Park / Union
43.457295,-80.516278,3240,Union / Park
43.451038,-80.519508,3247,Glasgow / Avondale
43.451763,-80.517483,3246,Glasgow / Belmont
43.452394,-80.515711,3245,Glasgow / Eden
43.453325,-80.513162,3244,Glasgow / York
43.336132,-80.30371,2284,Langlaw / Enfield
43.45066,-80.551705,1993,Fischer-Hallman / Westridge
43.411678,-80.324663,1483,Smartcentres Cambridge
43.410387,-80.322738,1482,Smartcentres South
43.407278,-80.327625,1481,Hespeler / Eagle
43.403548,-80.326417,1480,561 Hespeler Rd.
43.406523,-80.307098,1487,Franklin / Sheldon
43.40794,-80.307512,1486,Franklin / Stafford
43.411118,-80.308485,1485,Franklin / Pinebush
43.41744,-80.310437,1484,Franklin / Holiday Inn
43.428553,-80.524327,3306,Queens / Fischer-Hallman
43.427698,-80.526523,3307,Queens / Highland Hills Mall
43.40088,-80.30528,1489,Franklin / Raglin
43.403475,-80.3061,1488,Franklin / Turnbull
43.43313,-80.517245,3302,Overlea / Ralgreen
43.430555,-80.51773,3303,Queens / Silverspring
43.432157,-80.51392,3300,Queens / Cecile
43.433545,-80.515513,3301,Cecile / Overlea
43.393923,-80.448552,1713,Pioneer / Vintage
43.456232,-80.497412,2411,Wellington / Duke
43.389722,-80.449372,1711,Bechtel / Wheatfield
43.389977,-80.444883,1710,Bechtel / Anvil
43.394266,-80.433365,1717,Pioneer / Old Carriage
43.393938,-80.441627,1715,Pioneer / Upper Canada
43.39528,-80.445152,1714,Pioneer / Doon Village
43.396097,-80.429912,1719,Green Valley / Pioneer
43.395605,-80.43151,1718,Pioneer / Homer Watson
43.457585,-80.493278,2413,Wellington / Ahrens
43.353403,-80.340965,2144,Kent / Hillsboro
43.459662,-80.487077,2415,Wellington / St Leger
43.458712,-80.489938,2414,Wellington / Margaret
43.494805,-80.55713,1139,Northlake / Black Oak
43.493625,-80.556175,1138,Northfield / Skylark
43.356545,-80.336592,2141,Salisbury / Southgate
43.500295,-80.537427,1132,Northfield / Colby
43.501633,-80.53392,1131,Northfield / King
43.498071,-80.528415,1130,Conestoga Mall Terminal
43.494482,-80.55376,1137,Northfield / Northgate
43.495593,-80.550702,1136,Northfield / Weber
43.49618,-80.548988,1135,Northfield / Weber
43.497323,-80.545668,1134,Northfield / Parkside
43.504283,-80.538005,2060,Wyman / Colby
43.506978,-80.53429,2061,Rupert / Northland
43.509382,-80.536043,2062,Bathurst / Rupert
43.417113,-80.48115,3018,Strasburg / Blackhorne
43.418672,-80.482857,3019,Strasburg / Selkirk
43.406163,-80.4866,3012,Erinbrook / Thistledown
43.408398,-80.485075,3013,Erinbrook / Goundry
43.404372,-80.491223,3010,Erinbrook / Marlis
43.404652,-80.489897,3011,Erinbrook / Rushbrook
43.41375,-80.483188,3016,Rittenhouse / Block Line
43.416213,-80.480103,3017,Strasburg / Block Line
43.409317,-80.485223,3014,Erinbrook / Rittenhouse
43.410582,-80.482558,3015,Rittenhouse / Tuerr
43.507282,-80.526847,2066,Mcmurray / Frobisher
43.46092,-80.464627,1009,Frederick / Lois
43.460002,-80.467642,1008,Frederick / Bruce
43.459292,-80.469787,1007,Frederick / Ann
43.457928,-80.473572,1006,Frederick Street Mall
43.457003,-80.475385,1005,Frederick / Dunham
43.455737,-80.477842,1004,Frederick / Lydia
43.454642,-80.479885,1003,Frederick / Samuel
43.453003,-80.482905,1002,Frederick / Otto
43.452327,-80.48418,1001,Frederick / Irvin
43.449667,-80.487195,1000,Frederick / King
43.499817,-80.541767,1227,Kumpf / Northfield
43.500883,-80.53866,1226,Colby / Colby Dr.
43.503888,-80.54154,1225,601 Colby Dr
43.505638,-80.542803,1224,612 Colby Dr
43.507375,-80.542742,1223,621 Colby Dr.
43.506382,-80.5406,1222,Colby / Colby Crt.
43.504427,-80.538053,1221,Wyman / Colby
43.505877,-80.535618,1220,Northland / Frobisher
43.506748554,-80.54607737,1229,Kumpf / Rim
43.501265,-80.542702,1228,585 Kumpf Dr.
43.413442,-80.486295,2882,Block Line / Mclennan Park
43.413802,-80.483542,2883,Block Line / Rittenhouse
43.412783,-80.491957,2880,Laurentian / Block Line
43.412637,-80.491428,2881,Block Line / Laurentian
43.414148,-80.482905,2886,Block Line / Rittenhouse
43.413538,-80.48675,2887,Block Line / Mclennan Park
43.415538,-80.479552,2884,Strasburg / Block Line
43.41574,-80.480338,2885,Block Line / Strasburg
43.412768,-80.491483,2888,Block Line / Laurentian
43.41515,-80.49245,2889,Laurentian / Briar Knoll
43.39304566,-80.33635571,3878,Bishop / Mary
43.39,-80.2839,3870,Saginaw / Chalk
43.377136479,-80.31332217,3871,Brooklyne / Glen
43.592566773,-80.5609297,3873,Arthur / First
43.406530859,-80.49884806,3874,Westmount / Fischer-Hallman
43.393269,-80.33465462,3877,954 Bishop
43.402828,-80.515262,2958,Activa / Henhoeffer
43.451143,-80.518977,3276,Glasgow / Marina
43.451617,-80.5176,3277,Glasgow / Belmont
43.443407,-80.523163,3118,Chopin / Westmount
43.449377,-80.523978,3274,Glasgow / Westmount
43.448312,-80.527105,3273,Glasgow / Aberdeen
43.445065,-80.529752,3270,Westwood / Westwood Cres.
43.445189,-80.527392,3271,Westwood / Inwood
43.447803,-80.503305,3112,Victoria / Henry
43.369698,-80.283968,1534,Dobbie / Orion
43.365565,-80.314563,1471,Ainslie / Market
43.347108,-80.310308,2239,Glenview / Albert
43.347335,-80.308947,2238,Glenview / Henry
43.342247,-80.29406,2231,Myers / Greenbrier
43.342687,-80.291482,2230,Myers / Elgin
43.341467,-80.300803,2233,Christopher / Myers
43.346338,-80.30014,2235,Champlain / Christopher
43.343933,-80.300675,2234,Christopher / Tutton
43.348073,-80.304885,2237,Glenview / Mcdonald
43.34624,-80.303125,2236,Mcdonald / Dorset
43.438925,-80.46068,3576,Weber / Eastwood Ss
43.418112,-80.509308,3498,Ottawa / Valleyview
43.40998,-80.499323,3499,Westmount / Tillsley
43.408343,-80.510985,3496,Activa / Copper Leaf
43.414987,-80.513617,3494,Ottawa / Sunrise Centre
43.406477,-80.512383,3495,Activa / Max Becker
43.420907,-80.49728,3492,Howland / Ottawa
43.417663,-80.510273,3493,Ottawa / Nine Pines
43.418272,-80.494462,3490,Laurentian / Shea
43.418948,-80.495937,3491,Howland / Laurentian
43.505035,-80.537332,2095,King / Northland
43.54058,-80.553365,2094,King / Front
43.366438,-80.305462,2097,Beverly / Dundas
43.50141,-80.533218,2096,King / Northfield
43.510057,-80.555878,2091,Farmers Market/ Benjamin
43.504827,-80.536775,2090,King / Northland
43.537857,-80.553773,2093,King / Cedar
43.532993,-80.554562,2092,King / Henry
43.419475,-80.539277,3655,Westheights / Driftwood
43.509923,-80.505552,3656,Chesapeake / New Bedford
43.472052,-80.4843,3657,Lancaster / Hwy 85 Ramp
43.370495,-80.303505,2099,Samuelson / Beverly
43.368718,-80.304048,2098,Beverly/Samuelson
43.414908,-80.38188,3652,Cherry Blossom / Barnes
43.416297,-80.38556,3653,Cherry Blossom / Maple Grove
43.480792,-80.52907,2525,Columbia / Holly
43.480035,-80.531125,2524,Columbia / Hazel
43.480923,-80.524758,2527,Regina / Columbia
43.481648,-80.526592,2526,Columbia / King
43.476808,-80.540192,2521,Columbia / Phillip
43.475432,-80.54412,2520,Columbia / Railway Tracks
43.478547,-80.535328,2523,Columbia / Albert
43.477857,-80.537262,2522,Columbia / Lester
43.478192,-80.525173,2529,Hickory / King
43.478708,-80.524295,2528,Regina / Hickory
43.449247,-80.492813,2709,Charles St. Terminal
43.448912,-80.491987,2708,Charles St. Terminal
43.444567,-80.49445,2705,Queen / Schneider
43.442617,-80.496425,2704,Queen / Homewood
43.44667,-80.4922,2707,Queen / Courtland
43.445643,-80.49334,2706,Queen / Courtland
43.440507,-80.50552,2701,Highland / Patricia
43.440082,-80.506768,2700,Highland / North
43.441125,-80.499503,2703,Highland / Garden
43.441168,-80.502095,2702,Highland / West
43.391498,-80.431277,1829,119 Old Carriage Dr.
43.391018,-80.428047,1828,Old Carriage/Homer Watson
43.392087,-80.432585,1825,Old Carriage Court
43.3939,-80.434227,1824,Pioneer / Old Carriage
43.390953,-80.427853,1827,Old Carriage/Homer Watson
43.391312,-80.431097,1826,100 Old Carriage Dr.
43.392528,-80.45336,1821,Black Walnut Place
43.393135,-80.455148,1820,Black Walnut / Biehn
43.391957,-80.439926,1823,Bechtel / Doon Village
43.39136,-80.450672,1822,Black Walnut / Pioneer
43.350165,-80.336583,2147,Cedar / Southwood
43.349883,-80.339482,2146,Kent / Cedar
43.352287,-80.340915,2145,Kent / Sim
43.45693,-80.495315,2412,Wellington / Weber
43.355227,-80.341738,2143,Kent / Salisbury
43.356782,-80.339105,2142,Salisbury / Murray
43.461987,-80.483587,2417,Lancaster / Louisa
43.356112,-80.332932,2140,Hillcrest / Highland
43.465495,-80.484077,2419,Lancaster / Guelph
43.464377,-80.484092,2418,Lancaster / Hill
43.349988,-80.332693,2149,Woodside / Cedar
43.35057,-80.334265,2148,Cedar / Woodside
43.505215,-80.525552,1920,Northfield / Wissler
43.51125,-80.521492,1921,Northfield / Bridge
43.510022,-80.51924,1922,Bridge / Labrador
43.45052,-80.52072,3275,Glasgow / Dunbar
43.447605,-80.528332,3272,Inwood / Glasgow
43.504145,-80.50813,1925,Eastbridge / Acadia
43.504483,-80.505975,1926,Eastbridge / Mayflower
43.506133,-80.50193,1927,Eastbridge / Bonavista
43.508598,-80.50048,1928,Eastbridge / Bonavista
43.51062,-80.500477,1929,Eastbridge / New Bedford
43.452935,-80.513885,3278,Glasgow / York
43.454682,-80.510795,3279,Park / Green
43.4219,-80.468168,3474,St Marys Hs
43.421667,-80.468017,3475,St Marys Hs
43.421453,-80.46789,3476,St Marys Hs
43.421258,-80.467712,3477,St Marys Hs
43.422082,-80.468292,3473,St Marys Hs
43.421057,-80.467453,3478,St Marys Hs
43.420917,-80.467153,3479,St Marys Hs
43.385225,-80.301457,1365,Glamis / Franklin
43.44886,-80.558158,1986,Westvale / Heather Hill
43.419185,-80.533138,3319,Westheights / Lorilee
43.419552,-80.53039,3318,Westheights / Mcgarry
43.422587,-80.522692,3311,Elm Ridge / Ramblewood
43.423747,-80.525033,3310,Elm Ridge / Silver Aspen
43.420128,-80.51942,3313,Forestwood / Forest Glen
43.421483,-80.521598,3312,Forestwood / Mcgarry
43.418107,-80.522345,3315,Forestwood / Meadowbrook
43.418898,-80.520047,3314,Forestwood / Glen Avon
43.419538,-80.528697,3317,Mcgarry / Royal Orchard
43.41955,-80.526467,3316,Forestwood / Meadowlane
43.388705,-80.41127,1728,Conestoga College Entrance
43.38523,-80.412057,1729,Conestoga College Residence
43.3898,-80.4144,1726,Doon Valley / Pinnacle
43.390815,-80.41018,1727,Doon Valley / Conestoga
43.392182,-80.414307,1724,Pinnacle / Amherst
43.389872,-80.415377,1725,Pinnacle / Doon Valley
43.394292,-80.417852,1722,Old Mill / Roos
43.393372,-80.414295,1723,Old Mill / Pinnacle
43.395152,-80.426995,1720,Green Valley / Arrowhead
43.395893,-80.42589,1721,Green Valley / Mill Park
43.450587,-80.558591,1984,Erb / Gateview
43.408988,-80.498035,3005,Tillsley / Westmount
43.411439,-80.49826,3004,Block Line / Westmount
43.407222,-80.496185,3007,Erinbrook / Ridgeway
43.408972,-80.4968,3006,Tillsley / Erinbrook
43.40414,-80.503495,3001,Max Becker / Commonwealth
43.403383,-80.508098,3000,Max Becker / Copper Leaf
43.410512,-80.499282,3003,Westmount / Block Line
43.404815,-80.501677,3002,Max Becker / Helena Feasby
43.450058,-80.557611,1985,Gateview / Westvale
43.404308,-80.493175,3009,Erinbrook / Tamvale
43.404395,-80.494788,3008,Erinbrook / Rockwood
43.39418,-80.355288,1588,King / Lowther
43.392957,-80.352845,1589,King / Dolph
43.395375,-80.373453,1582,Fountain / Bauman
43.397713,-80.371205,1583,Fountain / Shantz Hill
43.391887,-80.377486,1580,Preston / Woods
43.39084,-80.375315,1581,Preston / Fountain
43.397257,-80.361195,1586,King / Waterloo
43.395625,-80.358055,1587,King / Westminster
43.399824,-80.368443,1584,King / Fountain
43.399033,-80.364447,1585,King / Chopin
43.441435,-80.418078,1038,Fairway / Idle Creek
43.436777,-80.42629,1039,Fairway / Old Chicopee
43.446511,-80.570329,1982,Erb / Ira Needles
43.456695,-80.429128,1032,Lackner / Plaza
43.45587,-80.428012,1033,Lackner / Path To Gray
43.455388,-80.432517,1030,Ottawa / Oldfield
43.45671,-80.431618,1031,Ottawa / Lackner
43.447017,-80.42144,1036,Lackner / Daimler
43.444772,-80.416537,1037,Lackner / Corfield
43.451868,-80.42481,1034,Lackner / Quaiser
43.449693,-80.423827,1035,Lackner / Oldfield
43.513498,-80.525308,1212,Bathurst / Bridge
43.511757,-80.526233,1213,Superior / Bathurst
43.50709,-80.526702,1210,Frobisher / Mcmurray
43.512635,-80.523345,1211,Bridge / Frobisher
43.511095,-80.531618,1216,Bathurst / Mcmurray
43.510245,-80.533948,1217,Bathurst / Rankin
43.510018,-80.5247,1214,Superior / Frobisher
43.509115,-80.528723,1215,Mcmurray / Northland
43.508975,-80.536588,1218,Rupert / Bathurst
43.506807,-80.534284,1219,Rupert / Northland
43.448022,-80.566038,1983,Erb / Erbsville
43.46065,-80.484048,2416,Wellington / Major
43.420222,-80.502148,2899,Ottawa / Westmount
43.419853,-80.504665,2898,Ottawa / Pinedale
43.414832,-80.503497,2895,Williamsburg / Littlefield
43.413218,-80.501492,2894,Williamsburg / Dinison
43.418535,-80.507583,2897,Williamsburg / Ottawa
43.416538,-80.50538,2896,Williamsburg / Pinedale
43.41592,-80.49635,2891,Dunsmere / Colebrook
43.416332,-80.493978,2890,Dunsmere / Laurentian
43.414297,-80.50025,2893,Dunsmere / Westmount
43.414923,-80.498018,2892,Dunsmere / Radcliffe
43.465173,-80.584187,1106,Erbsville / Willowwood
43.396073,-80.358562,1455,King / Westminster
43.4117,-80.323612,1456,Smartcentres Cambridge
43.410248,-80.322898,1457,Smartcentres South
43.387988,-80.335522,1450,Dunbar / Pine
43.388338,-80.333547,1451,Dunbar / Eastdowns
43.388732,-80.331053,1452,Dunbar / Biscayne
43.389923,-80.326677,1453,Dunbar / Briarwood
43.406692,-80.327903,1458,Hespeler / Eagle
43.404173,-80.327063,1459,588 Hespeler Rd.
43.472752,-80.589498,1108,Laurelwood / Birchmount
43.472042,-80.585092,1109,Laurelwood / Brookmill
43.3951,-80.275,3869,Saginaw / Middlemiss
43.353423,-80.318077,3863,Cedar / Grand
43.353243,-80.317621,3862,Cedar / Grand
43.352326,-80.323958,3861,Cedar / St Andrews
43.378732,-80.308561,3860,Avenue / Elgin
43.352572,-80.323319,3864,Cedar / Glenmorris
43.453725,-80.500792,1894,King / Breithaupt
